Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
1996,Atlanta,Gymnastics,Artistic G.,"LOAIES, Ionela",Romania,Women,Team Competition,Bronze
1996,Atlanta,Gymnastics,Artistic G.,"MARINESCU, Alexandra",Romania,Women,Team Competition,Bronze
1996,Atlanta,Gymnastics,Artistic G.,"MILOSOVICI, Lavinia Corina",Romania,Women,Team Competition,Bronze
1996,Atlanta,Gymnastics,Artistic G.,"TUGURLAN, Mirela",Romania,Women,Team Competition,Bronze
1996,Atlanta,Gymnastics,Artistic G.,"GOGEAN, Gina Elena",Romania,Women,Vault,Bronze
1996,Atlanta,Gymnastics,Artistic G.,"AMANAR, Simona",Romania,Women,Vault,Gold
1996,Atlanta,Rowing,Rowing,"COCHELEA, Veronica",Romania,Women,Eight With Coxswain (8+),Gold
1996,Atlanta,Rowing,Rowing,"GAFENCU, Liliana",Romania,Women,Eight With Coxswain (8+),Gold
1996,Atlanta,Rowing,Rowing,"GEORGESCU, Elena",Romania,Women,Eight With Coxswain (8+),Gold
1996,Atlanta,Rowing,Rowing,"IGNAT, Doina",Romania,Women,Eight With Coxswain (8+),Gold
1996,Atlanta,Rowing,Rowing,"LIPA, Elisabeta",Romania,Women,Eight With Coxswain (8+),Gold
1996,Atlanta,Rowing,Rowing,"OLTEANU, Ioana",Romania,Women,Eight With Coxswain (8+),Gold
1996,Atlanta,Rowing,Rowing,"POPESCU, Marioara",Romania,Women,Eight With Coxswain (8+),Gold
1996,Atlanta,Rowing,Rowing,"SPIRCU, Doina",Romania,Women,Eight With Coxswain (8+),Gold
1996,Atlanta,Rowing,Rowing,"TANASE, Anca",Romania,Women,Eight With Coxswain (8+),Gold
1996,Atlanta,Rowing,Rowing,"BURCICA, Constanta",Romania,Women,Lightweight Double Sculls (2X),Gold
1996,Atlanta,Rowing,Rowing,"MACOVICIUC, Camelia",Romania,Women,Lightweight Double Sculls (2X),Gold
1996,Atlanta,Weightlifting,Weightlifting,"VLAD, Nicu",Romania,Men,"99 - 108KG, Total (Heavyweight)",Bronze
2000,Sydney,Aquatics,Swimming,"MOCANU, Diana",Romania,Women,100M Backstroke,Gold
2000,Sydney,Aquatics,Swimming,"MOCANU, Diana",Romania,Women,200M Backstroke,Gold
2000,Sydney,Aquatics,Swimming,"CASLARU, Beatrice",Romania,Women,200M Individual Medley,Silver
2000,Sydney,Aquatics,Swimming,"CASLARU, Beatrice",Romania,Women,400M Individual Medley,Bronze
2000,Sydney,Athletics,Athletics,"SZABO, Gabriela",Romania,Women,1500M,Bronze
2000,Sydney,Athletics,Athletics,"SZEKELY, Violeta",Romania,Women,1500M,Silver
2000,Sydney,Athletics,Athletics,"SZABO, Gabriela",Romania,Women,5000M,Gold
2000,Sydney,Athletics,Athletics,"PANTELIMON, Oana",Romania,Women,High Jump,Bronze
2000,Sydney,Athletics,Athletics,"SIMON, Lidia Elena",Romania,Women,Marathon,Silver
2000,Sydney,Boxing,Boxing,"SIMION, Dorel",Romania,Men,63.5 - 67KG (Welterweight),Bronze
2000,Sydney,Boxing,Boxing,"SIMION, Marian",Romania,Men,67 - 71KG (Light-Middleweight),Silver
2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"POPESCU, Florin",Romania,Men,C-2 1000M (Canoe Double),Gold
2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"PRICOP, Mitica",Romania,Men,C-2 1000M (Canoe Double),Gold
2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"POPESCU, Florin",Romania,Men,C-2 500M (Canoe Double),Bronze
2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"PRICOP, Mitica",Romania,Men,C-2 500M (Canoe Double),Bronze
2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"IONITA, Raluca",Romania,Women,K-4 500M (Kayak Four),Bronze
2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"LIMBAU, Mariana",Romania,Women,K-4 500M (Kayak Four),Bronze
2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"RADU, Elena",Romania,Women,K-4 500M (Kayak Four),Bronze
2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"TOMA, Sanda",Romania,Women,K-4 500M (Kayak Four),Bronze
2000,Sydney,Fencing,Fencing,"COVALIU, Mihai",Romania,Men,Sabre Individual,Gold
2000,Sydney,Gymnastics,Artistic G.,"AMANAR, Simona",Romania,Women,Floor Exercises,Bronze
2000,Sydney,Gymnastics,Artistic G.,"AMANAR, Simona",Romania,Women,Individual All-Round,Gold
2000,Sydney,Gymnastics,Artistic G.,"OLARU, Maria",Romania,Women,Individual All-Round,Silver
2000,Sydney,Gymnastics,Artistic G.,"URZICA, Marius Daniel",Romania,Men,Pommel Horse,Gold
2000,Sydney,Gymnastics,Artistic G.,"AMANAR, Simona",Romania,Women,Team Competition,Gold
2000,Sydney,Gymnastics,Artistic G.,"BOBOC, Loredana",Romania,Women,Team Competition,Gold
2000,Sydney,Gymnastics,Artistic G.,"ISARESCU, Andreea Florenta",Romania,Women,Team Competition,Gold
2000,Sydney,Gymnastics,Artistic G.,"OLARU, Maria",Romania,Women,Team Competition,Gold
2000,Sydney,Gymnastics,Artistic G.,"PRESACAN, Maria Claudia",Romania,Women,Team Competition,Gold
2000,Sydney,Gymnastics,Artistic G.,"RADUCAN, Andreea Madalina",Romania,Women,Team Competition,Gold
2000,Sydney,Gymnastics,Artistic G.,"RADUCAN, Andreea Madalina",Romania,Women,Vault,Silver
2000,Sydney,Judo,Judo,"RICHTER, Simona Marcela",Romania,Women,70 - 78KG (Half-Heavyweight),Bronze
2000,Sydney,Rowing,Rowing,"ANDRUNACHE, Georgeta",Romania,Women,Eight With Coxswain (8+),Gold
2000,Sydney,Rowing,Rowing,"COCHELEA, Veronica",Romania,Women,Eight With Coxswain (8+),Gold
2000,Sydney,Rowing,Rowing,"DUMITRACHE, Maria Magdalena",Romania,Women,Eight With Coxswain (8+),Gold
2000,Sydney,Rowing,Rowing,"GAFENCU, Liliana",Romania,Women,Eight With Coxswain (8+),Gold
2000,Sydney,Rowing,Rowing,"GEORGESCU, Elena",Romania,Women,Eight With Coxswain (8+),Gold
2000,Sydney,Rowing,Rowing,"IGNAT, Doina",Romania,Women,Eight With Coxswain (8+),Gold
2000,Sydney,Rowing,Rowing,"LIPA, Elisabeta",Romania,Women,Eight With Coxswain (8+),Gold
2000,Sydney,Rowing,Rowing,"OLTEANU, Ioana",Romania,Women,Eight With Coxswain (8+),Gold
2000,Sydney,Rowing,Rowing,"SUSANU, Viorica",Romania,Women,Eight With Coxswain (8+),Gold
2000,Sydney,Rowing,Rowing,"ALUPEI, Angela",Romania,Women,Lightweight Double Sculls (2X),Gold
2000,Sydney,Rowing,Rowing,"BURCICA, Constanta",Romania,Women,Lightweight Double Sculls (2X),Gold
2000,Sydney,Rowing,Rowing,"ANDRUNACHE, Georgeta",Romania,Women,Pair Without Coxswain (2-),Gold
2000,Sydney,Rowing,Rowing,"IGNAT, Doina",Romania,Women,Pair Without Coxswain (2-),Gold
2000,Sydney,Shooting,Shooting,"RAICEA, Iulian",Romania,Men,25M Rapid Fire Pistol (60 Shots),Bronze
2004,Athens,Aquatics,Swimming,"FLOREA, Razvan Ionut",Romania,Men,200M Backstroke,Bronze
2004,Athens,Aquatics,Swimming,"POTEC, Camelia",Romania,Women,200M Freestyle,Gold
2004,Athens,Athletics,Athletics,"CIONCAN, Maria",Romania,Women,1500M,Bronze
2004,Athens,Athletics,Athletics,"TIRLEA-MANOLACHE, Ionela",Romania,Women,400M Hurdles,Silver
2004,Athens,Athletics,Athletics,"OPREA, Marian",Romania,Men,Triple Jump,Silver
2004,Athens,Boxing,Boxing,"GHEORGHE, Ionut",Romania,Men,60 - 64 KG,Bronze
2004,Athens,Gymnastics,Artistic G.,"EREMIA, Alexandra Georgiana",Romania,Women,Balance Beam,Bronze
2004,Athens,Gymnastics,Artistic G.,"PONOR, Catalina",Romania,Women,Balance Beam,Gold
2004,Athens,Gymnastics,Artistic G.,"DRAGULESCU, Marian",Romania,Men,Floor Exercises,Silver
2004,Athens,Gymnastics,Artistic G.,"PONOR, Catalina",Romania,Women,Floor Exercises,Gold
2004,Athens,Gymnastics,Artistic G.,"SOFRONIE, Nicoleta Daniela",Romania,Women,Floor Exercises,Silver
2004,Athens,Gymnastics,Artistic G.,"URZICA, Marius Daniel",Romania,Men,Pommel Horse,Silver
2004,Athens,Gymnastics,Artistic G.,"DRAGULESCU, Marian",Romania,Men,Team Competition,Bronze
2004,Athens,Gymnastics,Artistic G.,"POPESCU, Daniel",Romania,Men,Team Competition,Bronze
2004,Athens,Gymnastics,Artistic G.,"POTRA, Dan Nicolae",Romania,Men,Team Competition,Bronze
2004,Athens,Gymnastics,Artistic G.,"SELARIU, Razvan Dorin",Romania,Men,Team Competition,Bronze
2004,Athens,Gymnastics,Artistic G.,"SUCIU, Ioan Silviu",Romania,Men,Team Competition,Bronze
2004,Athens,Gymnastics,Artistic G.,"URZICA, Marius Daniel",Romania,Men,Team Competition,Bronze
2004,Athens,Gymnastics,Artistic G.,"BAN, Oana",Romania,Women,Team Competition,Gold
2004,Athens,Gymnastics,Artistic G.,"EREMIA, Alexandra Georgiana",Romania,Women,Team Competition,Gold
2004,Athens,Gymnastics,Artistic G.,"PONOR, Catalina",Romania,Women,Team Competition,Gold
2004,Athens,Gymnastics,Artistic G.,"ROSU, Monica",Romania,Women,Team Competition,Gold
2004,Athens,Gymnastics,Artistic G.,"SOFRONIE, Nicoleta Daniela",Romania,Women,Team Competition,Gold
2004,Athens,Gymnastics,Artistic G.,"STROESCU, Silvia",Romania,Women,Team Competition,Gold
2004,Athens,Gymnastics,Artistic G.,"DRAGULESCU, Marian",Romania,Men,Vault,Bronze
2004,Athens,Gymnastics,Artistic G.,"ROSU, Monica",Romania,Women,Vault,Gold
2004,Athens,Rowing,Rowing,"ANDRUNACHE, Georgeta",Romania,Women,Eight With Coxswain (8+),Gold
2004,Athens,Rowing,Rowing,"BARASCU, Aurica",Romania,Women,Eight With Coxswain (8+),Gold
2004,Athens,Rowing,Rowing,"FLOREA, Rodica",Romania,Women,Eight With Coxswain (8+),Gold
2004,Athens,Rowing,Rowing,"GAFENCU, Liliana",Romania,Women,Eight With Coxswain (8+),Gold
2004,Athens,Rowing,Rowing,"GEORGESCU, Elena",Romania,Women,Eight With Coxswain (8+),Gold
2004,Athens,Rowing,Rowing,"IGNAT, Doina",Romania,Women,Eight With Coxswain (8+),Gold
2004,Athens,Rowing,Rowing,"LIPA, Elisabeta",Romania,Women,Eight With Coxswain (8+),Gold
2004,Athens,Rowing,Rowing,"PAPUC, Ioana",Romania,Women,Eight With Coxswain (8+),Gold
2004,Athens,Rowing,Rowing,"SUSANU, Viorica",Romania,Women,Eight With Coxswain (8+),Gold
2004,Athens,Rowing,Rowing,"ALUPEI, Angela",Romania,Women,Lightweight Double Sculls (2X),Gold
2004,Athens,Rowing,Rowing,"BURCICA, Constanta",Romania,Women,Lightweight Double Sculls (2X),Gold
2004,Athens,Rowing,Rowing,"ANDRUNACHE, Georgeta",Romania,Women,Pair Without Coxswain (2-),Gold
2004,Athens,Rowing,Rowing,"SUSANU, Viorica",Romania,Women,Pair Without Coxswain (2-),Gold
2008,Beijing,Athletics,Athletics,"TOMESCU, Constantina",Romania,Women,Marathon,Gold
2008,Beijing,Fencing,Fencing,"BRANZA, Ana Maria",Romania,Women,Épée Individual,Silver
2008,Beijing,Fencing,Fencing,"COVALIU, Mihai",Romania,Men,Sabre Individual,Bronze
2008,Beijing,Gymnastics,Artistic G.,"IZBASA, Sandra",Romania,Women,Floor Exercises,Gold
2008,Beijing,Gymnastics,Artistic G.,"ACATRINEI, Andreea",Romania,Women,Team Competition,Bronze
2008,Beijing,Gymnastics,Artistic G.,"DRAGOI, Gabriela",Romania,Women,Team Competition,Bronze
2008,Beijing,Gymnastics,Artistic G.,"GRIGORE, Andreea",Romania,Women,Team Competition,Bronze
2008,Beijing,Gymnastics,Artistic G.,"IZBASA, Sandra",Romania,Women,Team Competition,Bronze
2008,Beijing,Gymnastics,Artistic G.,"NISTOR, Steliana",Romania,Women,Team Competition,Bronze
2008,Beijing,Gymnastics,Artistic G.,"TAMIRJAN, Anamaria",Romania,Women,Team Competition,Bronze
2008,Beijing,Judo,Judo,"DUMITRU, Alina Alexandra",Romania,Women,- 48 KG,Gold
2008,Beijing,Rowing,Rowing,"ANDRUNACHE, Georgeta",Romania,Women,Eight With Coxswain (8+),Bronze
2008,Beijing,Rowing,Rowing,"BARABAS, Eniko",Romania,Women,Eight With Coxswain (8+),Bronze
2008,Beijing,Rowing,Rowing,"BURCICA, Constanta",Romania,Women,Eight With Coxswain (8+),Bronze
2008,Beijing,Rowing,Rowing,"GEORGESCU, Elena",Romania,Women,Eight With Coxswain (8+),Bronze
2008,Beijing,Rowing,Rowing,"IGNAT, Doina",Romania,Women,Eight With Coxswain (8+),Bronze
2008,Beijing,Rowing,Rowing,"MUSAT, Simona Dumitrita",Romania,Women,Eight With Coxswain (8+),Bronze
2008,Beijing,Rowing,Rowing,"PAPUC, Ioana Cristina",Romania,Women,Eight With Coxswain (8+),Bronze
2008,Beijing,Rowing,Rowing,"SERBAN, Rodica Maria",Romania,Women,Eight With Coxswain (8+),Bronze
2008,Beijing,Rowing,Rowing,"SUSANU, Viorica",Romania,Women,Eight With Coxswain (8+),Bronze
2008,Beijing,Rowing,Rowing,"ANDRUNACHE, Georgeta",Romania,Women,Pair Without Coxswain (2-),Gold
2008,Beijing,Rowing,Rowing,"SUSANU, Viorica",Romania,Women,Pair Without Coxswain (2-),Gold
2012,London,Fencing,Fencing,"DOLNICEANU, Tiberiu",Romania,Men,Sabre Team,Silver
2012,London,Fencing,Fencing,"DUMITRESCU, Rares",Romania,Men,Sabre Team,Silver
2012,London,Fencing,Fencing,"SIRITEANU, Alexandru",Romania,Men,Sabre Team,Silver
2012,London,Fencing,Fencing,"ZALOMIR, Florin",Romania,Men,Sabre Team,Silver
2012,London,Gymnastics,Gymnastics Artistic,"PONOR, Catalina",Romania,Women,Floor Exercises,Silver
2012,London,Gymnastics,Gymnastics Artistic,"BULIMAR, Diana Laura",Romania,Women,Team Competition,Bronze
2012,London,Gymnastics,Gymnastics Artistic,"CHELARU, Diana Maria",Romania,Women,Team Competition,Bronze
2012,London,Gymnastics,Gymnastics Artistic,"IORDACHE, Larisa Andreea",Romania,Women,Team Competition,Bronze
2012,London,Gymnastics,Gymnastics Artistic,"IZBASA, Sandra Raluca",Romania,Women,Team Competition,Bronze
2012,London,Gymnastics,Gymnastics Artistic,"PONOR, Catalina",Romania,Women,Team Competition,Bronze
2012,London,Gymnastics,Gymnastics Artistic,"IZBASA, Sandra Raluca",Romania,Women,Vault,Gold
2012,London,Judo,Judo,"DUMITRU, Alina",Romania,Women,- 48 KG,Silver
2012,London,Judo,Judo,"CAPRIORIU, Corina",Romania,Women,52 - 57KG,Silver
2012,London,Shooting,Shooting,"MOLDOVEANU, Alin George",Romania,Men,10M Air Rifle,Gold
2012,London,Weightlifting,Weightlifting,"MARTIN, Razvan Constantin",Romania,Men,69KG,Bronze
2012,London,Weightlifting,Weightlifting,"COCOS, Roxana Daniela",Romania,Women,69KG,Silver
1908,London,Athletics,Athletics,"WALKER, Reginald",South Africa,Men,100M,Gold
1908,London,Athletics,Athletics,"HEFFERON, Charles A.",South Africa,Men,Marathon,Silver
1912,Stockholm,Athletics,Athletics,"MCARTHUR, Kennedy Kane",South Africa,Men,Marathon,Gold
1912,Stockholm,Athletics,Athletics,"GITSHAM, Christian W.",South Africa,Men,Marathon,Silver
1912,Stockholm,Cycling,Cycling Road,"LEWIS, Rudolph",South Africa,Men,Individual Time Trial,Gold
